S.NO,deviceID,Temp,aX,aY,aZ,accSrt,gX,gY,gZ,mX,mY,mZ,horiDir,cdate,Movement,Chewing,Heat
12631,I1002,33,-0.55,-0.74,0.06,0.92,2.5,11.54,13.49,9.53,68.13,-144.21,7.96,02-03-2022 16:54,Standing,Head in the Basket and eating,No
12632,I1002,33,-0.61,-0.86,0.08,1.06,-4.7,-1.95,1.65,10.72,68.13,-145.36,8.94,02-03-2022 16:54,Standing,Head in the Basket and eating,No
12633,I1002,33,-0.56,-0.82,0.06,0.99,7.81,8.06,9.16,4.77,70.52,-147.64,3.87,02-03-2022 16:54,Standing,Head in the Basket and eating,No
12634,I1002,33,-0.55,-0.76,0.07,0.94,10.56,-5.37,7.81,9.53,69.33,-146.5,7.83,02-03-2022 16:54,Standing,Head in the Basket and eating,No
12635,I1002,33,-0.57,-0.85,-0.1,1.03,8.36,-2.69,2.75,3.57,72.91,-145.36,2.81,02-03-2022 16:54,Standing,Head in the Basket and eating,No
12636,I1002,33,-0.65,-0.76,0.07,1,-29.48,-23.5,-22.64,2.38,75.3,-146.5,1.81,02-03-2022 16:54,Standing,Head in the Basket and eating,No
12637,I1002,33,-0.61,-0.87,0.05,1.06,1.71,-1.22,-9.4,14.3,65.74,-147.64,12.27,02-03-2022 16:54,Standing,Head in the Basket and eating,No
12638,I1002,33,-0.5,-0.81,0.06,0.96,7.2,6.59,-2.44,7.15,71.72,-149.93,5.69,02-03-2022 16:54,Standing,Head in the Basket and eating,No
12639,I1002,33,-0.57,-0.85,0.08,1.02,20.2,13.18,3.42,-3.57,77.7,-146.5,-2.63,02-03-2022 16:54,Standing,Head in the Basket and eating,No
12640,I1002,33,-0.73,-0.76,0.04,1.06,-10.13,-1.04,15.5,2.38,74.11,-144.21,1.84,02-03-2022 16:54,Standing,Head in the Basket and eating,No
12641,I1002,33,-0.52,-0.76,-0.06,0.92,-16.6,8.97,-9.89,-5.96,74.11,-143.07,-4.6,02-03-2022 16:54,Standing,Head in the Basket and eating,No
12642,I1002,33,-0.58,-0.67,0,0.89,-9.28,12.76,9.89,7.15,74.11,-144.21,5.51,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12643,I1002,33,-0.59,-0.91,0.07,1.09,-3.17,9.77,10.86,5.96,75.3,-147.64,4.52,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12644,I1002,33,-0.56,-0.79,-0.04,0.97,-11.72,5.86,-12.08,-3.57,83.67,-145.36,-2.45,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12645,I1002,33,-0.65,-0.87,0.05,1.09,-35.52,-31.01,-27.59,3.57,70.52,-141.92,2.9,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12646,I1002,33,-0.61,-0.73,0.21,0.98,-5.07,12.27,-1.83,17.87,69.33,-144.21,14.45,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12647,I1002,33,-0.55,-0.84,0.15,1.01,17.64,10.07,0,17.87,66.94,-145.36,14.95,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12648,I1002,33,-0.66,-0.74,0.06,0.99,16.72,-2.26,5.74,4.77,75.3,-145.36,3.62,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12649,I1002,33,-0.54,-0.73,0.05,0.9,3.78,-14.22,13.79,-1.19,80.09,-144.21,-0.85,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12650,I1002,33,-0.56,-0.81,0.05,0.99,4.03,0.61,-2.2,3.57,75.3,-144.21,2.72,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12651,I1002,33,-0.7,-0.82,-0.01,1.08,-13.12,-1.95,-27.89,-2.38,81.28,-143.07,-1.68,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12652,I1002,33,-0.66,-0.86,0.04,1.09,1.53,-3.23,-13.24,-3.57,81.28,-143.07,-2.52,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12653,I1002,33,-0.67,-0.83,-0.14,1.08,9.77,11.9,3.3,-2.38,76.5,-141.92,-1.78,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12654,I1002,33,-0.59,-0.87,0.21,1.07,-2.01,-8.67,19.1,22.64,66.94,-145.36,18.68,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12655,I1002,33,-0.44,-0.87,0,0.98,26.49,6.9,-4.46,20.25,51.4,-138.49,21.51,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12656,I1002,33,-0.51,-0.86,0.06,1.01,18.19,-12.51,-5.13,17.87,56.18,-145.36,17.65,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12657,I1002,33,-0.47,-0.95,0.07,1.06,9.09,7.14,-0.49,7.15,75.3,-152.22,5.42,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12658,I1002,33,-0.46,-0.85,0.34,1.02,18.49,80.63,19.04,21.45,77.7,-149.93,15.43,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12659,I1002,33,-0.61,-0.63,0.18,0.89,-26.86,-28.87,1.77,11.91,86.06,-151.08,7.88,02-03-2022 16:55,Standing,Head in the Basket and eating,No
12722,I1002,34,-0.36,-0.79,0.3,0.91,-29.24,61.65,0.67,33.36,33.47,-122.46,44.91,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12723,I1002,34,-0.36,-0.96,-0.02,1.03,34.36,15.56,-34.24,42.89,26.3,-105.3,58.49,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12724,I1002,34,-0.49,-0.83,0.22,0.99,22.22,14.65,60.06,51.23,28.69,-123.61,60.75,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12725,I1002,34,-0.63,-0.76,0.32,1.04,-24.05,-25.27,30.03,64.34,27.49,-104.15,66.86,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12726,I1002,34,-0.42,-0.74,0.02,0.85,13.37,-66.59,15.75,61.95,14.34,-86.98,76.96,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12727,I1002,34,-0.47,-1,0.32,1.15,14.65,31.25,-11.66,53.61,14.34,-105.3,75.02,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12728,I1002,34,-0.65,-0.97,0.39,1.24,10.68,-2.69,2.26,61.95,33.47,-112.16,61.62,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12729,I1002,34,-0.43,-0.95,0.08,1.05,41.81,22.71,1.22,46.46,38.25,-132.77,50.54,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12730,I1002,34,-0.47,-0.92,-0.06,1.03,-3.23,2.5,4.52,38.13,40.64,-132.77,43.17,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12731,I1002,34,-0.38,-0.91,0.23,1.01,-47.97,26.86,-5.31,48.85,34.66,-128.19,54.64,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12732,I1002,34,-0.48,-0.89,0.02,1.01,-8.36,-24.29,-3.36,45.27,40.64,-133.91,48.09,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12733,I1002,34,-0.5,-0.99,0.06,1.11,41.14,24.17,-17.03,44.08,41.84,-133.91,46.5,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12734,I1002,34,-0.52,-0.76,-0.05,0.93,5.92,-18.13,-15.26,39.32,44.23,-133.91,41.64,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12735,I1002,34,-0.57,-0.81,-0.03,0.99,-24.23,-1.83,4.27,50.04,29.88,-123.61,59.15,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12736,I1002,34,-0.66,-0.56,-0.04,0.87,5.37,46.69,-15.2,63.14,31.08,-111.02,63.79,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12737,I1002,34,-0.67,-0.85,0.23,1.1,1.04,46.75,39.55,73.87,32.27,-114.45,66.4,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12738,I1002,34,-0.65,-0.63,-0.07,0.9,-21.12,6.53,-15.87,79.82,14.34,-104.15,79.81,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12739,I1002,34,-0.73,-0.66,0.09,0.99,72.69,2.08,-14.65,82.21,34.66,-97.29,67.14,02-03-2022 16:43,Standing,Head in the Basket and eating,No
12740,I1002,34,-0.86,-0.6,0.26,1.08,10.31,-37.84,13.18,94.12,35.86,-108.73,69.14,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12741,I1002,34,-0.77,-0.7,0.14,1.05,-4.94,-43.95,14.53,95.31,17.93,-103.01,79.35,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12742,I1002,34,-0.76,-0.76,0.1,1.08,19.65,-31.62,-20.81,79.82,14.34,-99.57,79.81,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12743,I1002,34,-0.72,-0.79,0.27,1.1,18.25,0.06,4.88,75.06,26.3,-105.3,70.69,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12744,I1002,34,-0.68,-0.73,0.13,1.01,12.02,18.13,0.98,65.53,33.47,-119.03,62.94,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12745,I1002,34,-0.66,-0.69,0.04,0.96,-2.2,14.83,-3.11,64.34,29.88,-117.89,65.09,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12746,I1002,34,-0.76,-0.71,-0.05,1.04,65.73,-15.08,-2.56,67.91,33.47,-117.89,63.76,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12747,I1002,34,-0.79,-0.76,0.4,1.17,-8.24,24.6,-4.58,70.29,43.03,-124.75,58.53,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12748,I1002,34,-0.75,-0.72,0.23,1.06,-1.34,-37.48,-12.33,66.72,44.23,-119.03,56.46,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12749,I1002,34,-0.54,-0.62,0.14,0.83,8.67,13.55,-9.03,64.34,41.84,-120.18,56.97,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12750,I1002,34,-0.72,-0.64,0.37,1.03,17.88,0.06,-8.24,66.72,51.4,-122.46,52.39,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12751,I1002,34,-0.75,-0.62,0.15,0.98,-25.57,-18.49,-7.14,70.29,40.64,-123.61,59.97,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12752,I1002,34,-0.59,-0.68,0.18,0.92,-20.32,1.22,-5.92,78.63,10.76,-88.13,82.21,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12753,I1002,34,-0.56,-0.79,0.26,1,40.16,41.75,9.34,67.91,25.1,-95,69.71,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12754,I1002,34,-0.55,-0.85,0.28,1.05,-3.54,-16.72,-6.59,63.14,28.69,-104.15,65.57,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12755,I1002,34,-0.61,-0.7,0.28,0.97,35.4,-4.64,-24.84,67.91,31.08,-101.86,65.41,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12756,I1002,34,-0.52,-0.79,-0.03,0.94,-19.41,-8.61,-6.84,58.38,45.42,-124.75,52.12,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12757,I1002,34,-0.84,-0.55,0.17,1.02,-6.16,-12.57,1.28,70.29,29.88,-105.3,66.97,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12758,I1002,34,-0.7,-0.88,0.35,1.18,-22.58,-50.48,-6.47,71.48,5.98,-91.56,85.22,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12759,I1002,34,-0.63,-0.61,0.31,0.93,40.65,-18.07,27.83,63.14,34.66,-101.86,61.23,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12760,I1002,34,-0.57,-0.69,0.29,0.94,9.64,-10.07,-5.19,59.57,38.25,-117.89,57.3,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12761,I1002,34,-0.62,-0.73,0.33,1.01,15.38,-13.55,5.31,54.8,44.23,-117.89,51.1,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12762,I1002,34,-0.56,-0.63,0.11,0.85,-18.25,-6.23,-18.62,54.8,45.42,-119.03,50.35,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12763,I1002,34,-0.57,-0.72,-0.03,0.92,-5.49,-7.81,-10.62,52.42,43.03,-120.18,50.62,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12764,I1002,34,0,-0.85,0.36,0.92,5.49,19.78,38.15,25.02,37.05,-124.75,34.03,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12765,I1002,34,0.11,-0.77,0.26,0.82,31.37,-46.39,5.19,8.34,45.42,-131.62,10.4,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12766,I1002,34,0.21,-0.68,0.16,0.73,-45.04,-31.8,-3.54,21.45,65.74,-183.13,18.07,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12767,I1002,34,0.27,-0.96,0.25,1.03,-1.22,16.54,9.7,32.17,59.77,-137.34,28.29,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12768,I1002,34,0.28,-0.86,0.35,0.97,-12.27,36.19,-8.73,44.08,74.11,-192.28,30.75,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12769,I1002,34,0.18,-0.97,0.23,1.01,-11.29,38.02,-13.92,25.02,80.09,-187.7,17.35,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12770,I1002,34,0.21,-1,0.23,1.05,2.62,8.18,0.85,8.34,17.93,-154.51,24.95,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12771,I1002,34,0.14,-0.91,0.41,1,-7.81,43.4,-2.2,15.49,49.01,-138.49,17.54,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12772,I1002,34,0.17,-1.03,0.29,1.08,70.8,-26.86,-1.53,35.74,80.09,-129.33,24.05,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12773,I1002,34,0.31,-0.88,0.22,0.95,10.99,-24.35,-17.82,22.64,82.48,-131.62,15.35,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12774,I1002,34,0.22,-0.88,0.26,0.95,55.11,-25.51,-57.62,22.64,81.28,-130.48,15.56,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12775,I1002,34,-0.36,-1.03,0.39,1.16,48.83,74.89,38.64,3.57,125.51,-93.85,1.63,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12776,I1002,34,-0.03,-0.9,0.19,0.92,-1.34,-24.54,-9.89,-8.34,120.73,-82.41,-3.95,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12777,I1002,34,0.18,-0.94,0.11,0.96,25.33,-99.61,25.02,-2.38,112.36,-123.61,-1.21,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12778,I1002,34,0.09,-0.83,0.2,0.86,10.19,-12.76,-8.85,-8.34,93.23,-128.19,-5.11,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12779,I1002,34,-0.1,-1,0.03,1.01,47.18,-26.06,20.75,-15.49,129.09,-105.3,-6.84,02-03-2022 16:44,Standing,Head in the Basket and eating,No
12842,I1002,33,-0.23,-0.99,0.08,1.02,0.31,-3.91,-1.1,-3.57,17.93,-89.27,-11.27,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12843,I1002,33,-0.23,-0.97,0.07,0.99,-1.65,-5.49,-2.56,-2.38,13.15,-88.13,-10.27,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12844,I1002,33,-0.26,-0.95,0.04,0.99,0.43,0.18,0.61,-4.77,15.54,-86.98,-17.05,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12845,I1002,33,-0.21,-1,0.1,1.02,0.98,-0.85,-0.73,-3.57,14.34,-88.13,-13.99,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12846,I1002,33,-0.24,-1,0.08,1.03,0.43,-1.89,-0.61,-2.38,14.34,-86.98,-9.43,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12847,I1002,33,-0.26,-0.98,0.06,1.02,-0.67,-3.05,-0.43,-3.57,13.15,-86.98,-15.21,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12848,I1002,33,-0.31,-0.97,0.09,1.03,-0.43,-5.25,-2.81,-1.19,13.15,-86.98,-5.18,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12849,I1002,33,-0.28,-0.96,0.09,1.01,0.49,-0.98,0.43,-4.77,13.15,-85.84,-19.92,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12850,I1002,33,-0.2,-0.99,0.1,1.01,0.67,0.12,1.95,-2.38,17.93,-89.27,-7.57,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12851,I1002,33,-0.21,-0.98,0.06,1.01,0.98,-11.11,-0.49,-2.38,14.34,-85.84,-9.43,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12852,I1002,33,-0.22,-0.99,0.08,1.02,2.56,-1.04,-0.43,-3.57,15.54,-86.98,-12.95,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12853,I1002,33,-0.23,-1,0.05,1.02,5.19,1.1,4.7,-2.38,16.73,-86.98,-8.1,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12854,I1002,33,-0.22,-0.98,0.06,1,2.62,0.61,1.59,-2.38,16.73,-86.98,-8.1,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12855,I1002,33,-0.22,-1,0.05,1.03,-1.22,6.84,5.8,-3.57,16.73,-89.27,-12.06,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12856,I1002,33,-0.25,-0.98,0.07,1.02,4.33,0.79,-0.73,-3.57,16.73,-90.42,-12.06,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12857,I1002,33,-0.21,-0.99,0.05,1.01,-3.97,-0.49,-4.09,-3.57,16.73,-91.56,-12.06,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12858,I1002,33,-0.21,-0.99,0.1,1.02,5.86,-0.18,0.85,-4.77,17.93,-89.27,-14.88,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12859,I1002,33,-0.22,-0.99,0.04,1.01,-9.64,-2.69,2.81,-2.38,16.73,-88.13,-8.1,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12860,I1002,33,-0.22,-0.98,0.04,1,0.06,-0.49,-0.12,-3.57,16.73,-86.98,-12.06,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12861,I1002,33,-0.27,-1,0.05,1.03,-5.92,-6.59,-0.55,-4.77,16.73,-88.13,-15.9,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12862,I1002,33,-0.2,-0.99,0.05,1.02,4.58,2.2,-0.24,-5.96,17.93,-90.42,-18.38,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12863,I1002,33,-0.24,-0.98,0.06,1.01,2.01,-1.83,-2.26,-3.57,17.93,-89.27,-11.27,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12864,I1002,33,-0.23,-0.98,0.09,1.01,0.06,-2.14,-2.99,-3.57,16.73,-90.42,-12.06,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12865,I1002,33,-0.25,-1.1,0.15,1.14,-4.27,-1.95,0,-3.57,17.93,-95,-11.27,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12866,I1002,33,-0.22,-0.97,0.09,1,0.98,-1.1,-0.43,-4.77,17.93,-90.42,-14.88,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12867,I1002,33,-0.2,-0.99,0.08,1.01,1.1,0.12,0.67,-7.15,15.54,-86.98,-24.7,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12868,I1002,33,-0.27,-1.06,-0.01,1.1,0.37,-7.69,5,-3.57,13.15,-88.13,-15.21,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12869,I1002,33,-0.2,-1.02,0.04,1.04,-0.31,5.55,-2.75,-4.77,14.34,-85.84,-18.38,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12870,I1002,33,-0.22,-0.97,0.01,1,2.93,15.81,-1.71,-2.38,19.13,-95,-7.1,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12871,I1002,33,-0.23,-0.97,-0.03,1,-3.54,-10.8,1.89,1.19,17.93,-93.85,3.8,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12872,I1002,33,-0.3,-0.98,-0.03,1.02,7.57,-2.69,-0.79,3.57,19.13,-90.42,10.59,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12873,I1002,33,-0.29,-0.96,0.03,1.01,-0.24,0.85,1.65,2.38,19.13,-95,7.1,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12874,I1002,33,-0.25,-0.98,0.03,1.01,-7.87,0.98,4.33,2.38,16.73,-93.85,8.1,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12875,I1002,33,-0.25,-1.01,0.08,1.04,-1.22,16.78,4.03,2.38,17.93,-96.14,7.57,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12876,I1002,33,-0.29,-0.98,-0.03,1.03,10.07,3.17,-7.51,5.96,16.73,-96.14,19.59,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12877,I1002,33,-0.31,-0.96,0.06,1.02,1.4,-0.49,-0.55,5.96,16.73,-98.43,19.59,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12878,I1002,33,-0.32,-0.96,0.04,1.02,-0.49,-1.59,-0.37,4.77,16.73,-98.43,15.9,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12879,I1002,33,-0.33,-0.96,0.04,1.02,-0.31,-1.46,-0.24,4.77,19.13,-97.29,13.99,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12880,I1002,33,-0.3,-0.94,0.07,0.99,-1.46,-4.33,2.32,7.15,15.54,-97.29,24.7,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12881,I1002,33,-0.31,-0.95,0.07,1,-9.22,-7.26,5.19,7.15,15.54,-92.71,24.7,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12882,I1002,33,-0.33,-0.95,-0.03,1.01,-8.54,25.82,2.26,3.57,15.54,-92.71,12.95,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12883,I1002,33,-0.33,-0.92,0.03,0.98,-3.91,-1.4,1.16,7.15,20.32,-100.72,19.38,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12884,I1002,33,-0.36,-0.94,0.02,1.01,-2.62,-1.22,6.16,8.34,20.32,-103.01,22.31,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12885,I1002,33,-0.28,-0.97,0.02,1.01,3.54,-7.08,-1.53,7.15,15.54,-88.13,24.7,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12886,I1002,33,-0.28,-0.97,0,1.01,-3.11,-2.01,-3.48,2.38,17.93,-84.7,7.57,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12887,I1002,33,-0.31,-0.96,0.05,1.01,-10.5,20.2,3.91,1.19,17.93,-95,3.8,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12888,I1002,33,-0.28,-0.98,0.06,1.02,-1.77,0,-1.1,4.77,17.93,-99.57,14.88,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12889,I1002,33,-0.24,-0.95,0.14,0.99,-0.31,-9.95,-6.96,5.96,15.54,-96.14,20.97,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12890,I1002,33,-0.27,-1,0.09,1.04,-1.46,-0.67,0.31,4.77,13.15,-90.42,19.92,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12891,I1002,33,-0.31,-0.96,0.02,1.01,-3.23,-1.83,-2.44,2.38,15.54,-92.71,8.72,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12892,I1002,33,-0.35,-0.95,0.04,1.01,15.63,3.72,-0.37,4.77,13.15,-93.85,19.92,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12893,I1002,33,-0.37,-0.98,-0.03,1.05,-3.36,5.31,-0.55,5.96,14.34,-95,22.55,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12894,I1002,33,-0.31,-0.96,0.04,1.01,-0.85,7.02,-1.04,3.57,19.13,-96.14,10.59,02-03-2022 16:33,Standing,Head in the Basket and eating,No
12895,I1002,33,-0.31,-0.97,0.06,1.02,4.52,0.98,0.98,5.96,17.93,-101.86,18.38,02-03-2022 16:34,Standing,Head in the Basket and eating,No
12896,I1002,33,-0.28,-0.96,0.06,1,-0.43,-11.54,2.14,4.77,15.54,-97.29,17.05,02-03-2022 16:34,Standing,Head in the Basket and eating,No
12897,I1002,33,-0.31,-0.97,0.03,1.02,-0.92,-7.14,0.85,4.77,15.54,-91.56,17.05,02-03-2022 16:34,Standing,Head in the Basket and eating,No
12898,I1002,33,-0.3,-0.96,-0.03,1,10.99,-4.82,1.34,3.57,15.54,-89.27,12.95,02-03-2022 16:34,Standing,Head in the Basket and eating,No
12899,I1002,33,-0.31,-0.95,0.01,1.01,4.21,-0.73,0.79,7.15,14.34,-92.71,26.49,02-03-2022 16:34,Standing,Head in the Basket and eating,No
12962,I1002,34,0.13,-0.99,0.08,1,8.73,-5.07,1.89,-9.53,147.02,-101.86,-3.71,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12963,I1002,34,0.01,-1.02,0.03,1.02,1.16,29.36,-2.5,-10.72,148.22,-80.12,-4.14,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12964,I1002,34,-0.06,-1.07,0.06,1.07,4.21,-10.13,6.71,-19.06,141.05,-69.82,-7.7,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12965,I1002,34,-0.03,-1.02,0.05,1.02,-1.16,-14.53,4.03,-17.87,147.02,-75.54,-6.93,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12966,I1002,34,0.04,-1.03,0.07,1.04,3.36,-6.65,3.54,-11.91,147.02,-81.26,-4.63,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12967,I1002,34,0.02,-1.02,0.07,1.02,1.1,-4.52,-2.32,-13.11,145.83,-89.27,-5.14,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12968,I1002,34,0.01,-1.01,0.08,1.01,-4.33,-27.89,-0.37,-9.53,145.83,-100.72,-3.74,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12969,I1002,34,0.03,-1,0.1,1.01,3.91,-9.03,1.4,-11.91,139.85,-117.89,-4.87,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12970,I1002,34,0.04,-1.01,0.09,1.02,4.21,-19.71,1.4,-10.72,138.66,-122.46,-4.42,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12971,I1002,34,0.04,-1.01,0.07,1.01,0.98,0.06,2.75,-10.72,127.9,-130.48,-4.79,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12972,I1002,34,0.05,-0.99,0.04,0.99,4.88,14.47,4.39,-9.53,136.27,-121.32,-4,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12973,I1002,34,0.09,-1.01,0.01,1.01,0.85,8.3,0.43,-4.77,141.05,-107.59,-1.94,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12974,I1002,34,0.12,-1,0.01,1,-0.12,12.63,3.3,-4.77,150.61,-95,-1.81,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12975,I1002,34,0.14,-1.01,0.01,1.02,1.1,1.1,-0.06,-4.77,153,-85.84,-1.78,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12976,I1002,34,0.14,-1,0.02,1.01,2.32,-0.18,1.1,-2.38,150.61,-82.41,-0.91,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12977,I1002,34,0.16,-0.99,0,1.01,0.73,-1.4,-0.12,-2.38,149.41,-83.55,-0.91,02-03-2022 16:22,Standing,Head in the Basket and eating,No
12978,I1002,34,0.16,-1,0.01,1.01,1.22,-0.79,-0.73,-3.57,148.22,-82.41,-1.38,02-03-2022 16:22,Standing,Head in the Basket and eating,No
